title_normalized,title_original,tmdb_id,year,director,tmdb_genres,tmdb_keywords,nanogenres,themes,overview,popularity,vote_average,lb_url
man bites dog,Man Bites Dog,10086,1992,"Rémy Belvaux, André Bonzel, Benoît Poelvoorde",Comedy|Crime,movie business|dark comedy|mockumentary|serial killer|brutality|found footage|arab|crime|found footage adjacent|hybrid found footage,,,"The activities of rampaging, indiscriminate serial killer Ben are recorded by a willingly complicit documentary team, who eventually become his accomplices and active participants. Ben provides casual commentary on the nature of his work and arbitrary musings on topics of interest to him, such as mu",1.7654,7.224,https://letterboxd.com/film/man-bites-dog/
mandy,Mandy,460885,2018,Panos Cosmatos,Fantasy|Action|Horror,rescue|nightmare|kidnapping|narcissism|dark comedy|lsd|surrealism|hallucinogen|revenge|grief|murder|russian roulette|animated scene|chainsaw|cabin in the woods|motorcycle|death|lumberjack|cult leader|religious cult,,,"The Shadow Mountains, 1983. Red and Mandy lead a loving and peaceful existence; but when their pine-scented haven is savagely destroyed, Red is catapulted into a phantasmagoric journey filled with bloody vengeance and laced with fire.",4.1919,6.205,https://letterboxd.com/film/mandy/
manhattan,Manhattan,696,1979,Woody Allen,Comedy|Drama|Romance,"adultery|lolita|new york city|based on novel or book|based on true story|love|mistress|black and white|writer|relationship|divorce|true crime|manhattan, new york city|married",,,Manhattan explores how the life of a middle-aged television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,3.9664,7.72,https://letterboxd.com/film/manhattan/
manhattan murder mystery,Manhattan Murder Mystery,10440,1993,Woody Allen,Comedy|Mystery,"investigation|dark comedy|neighbor|manhattan, new york city",,,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,1.4182,7.257,https://letterboxd.com/film/manhattan-murder-mystery/
mank,Mank,614560,2020,David Fincher,Drama|History,movie business|screenwriter|biography|hollywood|black and white|alcoholic|1930s|old hollywood,,,1930s Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane.,2.4088,6.676,https://letterboxd.com/film/mank/
marcel the shell with shoes on,"Marcel the Shell with Shoes On, Three",419474,2014,Dean Fleischer Camp,Comedy|Animation,found footage,,,Marcel the shell gets locked outside.,0.3972,6.8,https://letterboxd.com/film/marcel-the-shell-with-shoes-on/
marie antoinette,Marie Antoinette,1887,2006,Sofia Coppola,Drama|History,infidelity|arranged marriage|affectation|french revolution|marie antoinette|versailles|period drama|theatre audience|louis xvi|bride and groom|death of king|applause|woman director|zealous|candid|lyrical|playful|casual|grand|intimate,,,"A retelling of the story of France’s iconic but ill-fated queen, Marie Antoinette - from her betrothal and marriage to Louis XVI at fifteen to her reign as queen at nineteen and ultimately the fall of Versailles.",3.8891,6.7,https://letterboxd.com/film/marie-antoinette/
marriage story,Marriage Story,492188,2019,Noah Baumbach,Drama,"infidelity|new york city|husband wife relationship|parent child relationship|theatre group|theater director|lawyer|los angeles, california|divorce|divorce lawyer|thoughtful|complex|intense",,,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",6.4255,7.734,https://letterboxd.com/film/marriage-story/
marty supreme,Marty Supreme,1317288,2025,Josh Safdie,Drama|Thriller,new york city|sports|capitalism|hustler|narcissism|ping pong|scheming|1950s|dedication|american businessman|table tennis|amused|bewildered|oscar nominee|best picture nominee,,,"Marty Mauser, a young man with a dream no one respects, goes to hell and back in pursuit of greatness.",29.276,7.414,https://letterboxd.com/film/marty-supreme/
mary poppins,Mary Poppins,433,1964,Robert Stevenson,Comedy|Family|Fantasy,"banker|london, england|sibling relationship|based on novel or book|parent child relationship|magic|nanny|musical|family|umbrella|governess|kite flying|mischievous children|live action and animation|1910s|chimney sweep|suffragettes|wonder|penguins|dancing men",,,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",8.6276,7.542,https://letterboxd.com/film/mary-poppins/
mary poppins returns,Mary Poppins Returns,400650,2018,Rob Marshall,Fantasy|Family|Comedy,"london, england|based on novel or book|magic|nanny|musical|family relationships|sequel|animated scene|female protagonist|housekeeper|family|discipline|depression era|live action and animation|1930s",,,"Mary Poppins returns to the Banks family and helps them evade grave dangers by taking them on magical, musical adventures.",4.5711,6.513,https://letterboxd.com/film/mary-poppins-returns/
matador,Matador,8047,1986,Pedro Almodóvar,Drama|Thriller,"rape|bullfighting|drowning|madrid, spain|religious education|angel|necrophilia|sadomasochism|matador (bullfighter)|euphoric",,,A conflicted youth confesses to crimes he didn't commit while a man and woman aroused by death become obsessed with each other.,1.4254,6.7,https://letterboxd.com/film/matador/
materialists,Materialists,1136867,2025,Celine Song,Romance|Drama,new york city|love triangle|wedding|class differences|ex-boyfriend ex-girlfriend relationship|woman director|sexual assault|philosophical|matchmaker|ambivalent,,,"A young, ambitious New York City matchmaker finds herself torn between the perfect match and her imperfect ex.",7.5364,6.337,https://letterboxd.com/film/materialists/
maxxxine,MaXXXine,1023922,2024,Ti West,Horror|Thriller,"pornography|gore|sequel|murder|fame|slasher|hollywood|whodunit|los angeles, california|video store|horror filmmaking|stardom|murder mystery|1980s|film production|televangelist|film within a film|aspiring actress|pastiche|satanic panic",,,"In 1980s Hollywood, adult film star and aspiring actress Maxine Minx finally gets her big break. But as a mysterious killer stalks the starlets of Hollywood, a trail of blood threatens to reveal her sinister past.",6.6424,6.303,https://letterboxd.com/film/maxxxine/
may december,May December,839369,2023,Todd Haynes,Drama,infidelity|sexual abuse|dark comedy|based on true story|statutory rape|pedophile|boundary violations|older woman younger man relationship|existentialism|dramedy|candid|baker|method acting|reflective|savannah georgia|complex|father son relationship|grand|melodrama|provocative,,,"Twenty years after their notorious tabloid romance gripped the nation, a married couple buckles under the pressure when an actress arrives to do research for a film about their past.",9.0862,6.6,https://letterboxd.com/film/may-december/
me and earl and the dying girl,Me and Earl and the Dying Girl,308369,2015,Alfonso Gomez-Rejon,Drama|Comedy,"high school|tattoo|based on novel or book|melancholy|parody|leukemia|coming of age|friends|cancer|teenage boy|high school student|pittsburgh, pennsylvania|thoughtful|based on young adult novel|introspective|wistful|teenager|absurd|sentimental|bitter",,,"Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a cl",2.4828,7.537,https://letterboxd.com/film/me-and-earl-and-the-dying-girl/
mean girls,Mean Girls,10625,2004,Mark Waters,Drama|Comedy,based on novel or book|illinois|female friendship|bullying|coming of age|prom|teenage girl|fish out of water|best friend|math teacher|gossip|clique|former best friend|teen comedy|exploitation of friendship|public humiliation|high school rivalry|new girl at school|teenage life|manipulative friend,,,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",14.4104,7.224,https://letterboxd.com/film/mean-girls/
mean girls 2,Mean Girls 2,51481,2011,Melanie Mayron,Comedy,woman director|high school rivalry,,,"Confident senior Jo begins the new school year by breaking her own cardinal rule: don't get involved in girl drama. but when she sees timid Abby preyed upon by Queen Bee Mandi and her minions, she takes sides in a viciously funny girl-world-war that turns North Shore High School upside down.",3.4046,5.3,https://letterboxd.com/film/mean-girls-2/
megalopolis,Megalopolis,592831,2024,Francis Ford Coppola,Science Fiction|Drama|Fantasy,new year's eve|infidelity|suicide|widow|wedding reception|dystopia|mayor|attempted murder|architect|manipulation|seduction|satellite|utopia|politician|surrealism|riot|time|alcoholism|interracial relationship|disaster,,,"In a futuristic New York known as New Rome, visionary architect Cesar Catilina dreams of building ""Megalopolis,"" a utopian city that redefines society’s limits. Opposing him is the corrupt Mayor Franklyn Cicero, who clings to power and profit. Between them stands Julia, the mayor’s daughter, whose l",4.0227,5.2,https://letterboxd.com/film/megalopolis/
melancholia,Melancholia,62215,2011,Lars von Trier,Drama|Science Fiction,depression|suicide|nihilism|wedding reception|wedding planner|horse|surrealism|end of the world|wealth|mansion|power outage|destruction of planet|mental health|astronomy|sister sister relationship,,,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,4.1759,7.156,https://letterboxd.com/film/melancholia/
memento,Memento,77,2000,Christopher Nolan,Mystery|Thriller,"drug dealer|amnesia|insulin|tattoo|waitress|motel|manipulation|flashback|confusion|revenge|murder|memory loss|memory|psychological thriller|whodunit|los angeles, california|polaroid|based on short story|nonlinear timeline|mourning",,,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard canno",11.0365,8.177,https://letterboxd.com/film/memento/
memoirs of a geisha,Memoirs of a Geisha,1904,2005,Rob Marshall,Drama|Romance|History,"secret love|japan|prostitute|sibling relationship|geisha|brothel|mentor|world war ii|loss of virginity|period drama|biting|kimono|sumo|kyoto, japan|1920s|1940s|1930s|desperate|loving|student mentor relationship",,,"In the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",4.4324,7.64,https://letterboxd.com/film/memoirs-of-a-geisha/
memories of murder,Memories of Murder,11423,2003,Bong Joon Ho,Crime|Drama|Thriller,assassin|police brutality|rape|corruption|police|detective|investigation|victim|based on true story|based on play or musical|murder|serial killer|torture|brutality|killer|neo-noir|frantic|1980s|anxious|south korea,,,"A sadistic serial rapist and murderer of young women terrorizes a small province in 1980s South Korea. To prevent further crimes, three increasingly desperate detectives with conflicting methods race against time to unravel the violent mind of the killer in a futile effort to solve the case.",10.9591,8.056,https://letterboxd.com/film/memories-of-murder/
